t,x,y,yaw,yaw_rate,vx,vy,z_s,vz_s,pitch,roll,steer,z_u_FL,z_u_FR,z_u_RL,z_u_RR,Fz_FL,Fz_FR,Fz_RL,Fz_RR,Fx_FL,Fx_FR,Fx_RL,Fx_RR,Fy_FL,Fy_FR,Fy_RL,Fy_RR,kappa_FL,kappa_FR,kappa_RL,kappa_RR,alpha_FL,alpha_FR,alpha_RL,alpha_RR,alpha_dyn_FL,alpha_dyn_FR,alpha_dyn_RL,alpha_dyn_RR,w_FL,w_FR,w_RL,w_RR,airborne
2.4,34.93682017582908,3.9733313529726098,0.2127576194787457,-0.2129924714819118,14.469375443426113,0.5308606870450835,0.6542024148632503,-3.1566413305262144,0.349975988015512,0.05387154210510991,0.0,0.23326227965367116,0.23833008399041405,1.0356036132044908,0.9195033708857586,21282.298476192347,20167.38152210891,0.0,0.0,-13.679450285155744,25.61220266987166,0.0,0.0,-2219.9018980880205,-2388.8459612053834,0.0,0.0,-0.00011069562480894889,0.00019548989612846367,0.40014494889918534,0.4356457180558938,0.018803392338703595,0.019245758342863767,0.055860651342195845,0.05715551744702365,0.02896077081565311,0.029410921813473472,0.05077199894866685,0.05142607685619477,44.35157325226393,43.34517307192649,62.096469092897465,62.22541560352152,False
2.41,35.07714085884546,4.008900434332718,0.21049621675213595,-0.2390437674738245,14.462957829706511,0.5296687469653419,0.6237742706404931,-2.929112092492318,0.347021792935899,0.045277809141961896,0.0,0.2340450528858049,0.24336783143236182,0.9946196600817065,0.8844084158095545,21110.088365122923,19059.077084880402,0.0,0.0,-12.64730031745751,24.464592804388456,0.0,0.0,-2057.4215320001163,-2297.668796616818,0.0,0.0,-0.00010131894071214317,0.00017872298505720223,0.404222561637241,0.4438820312879524,0.016570930553674614,0.01700930939195698,0.05811959369535393,0.059634150915486545,0.02650009751951707,0.027001722159452495,0.052123975128204575,0.052908671492321147,44.39490273003494,43.26261928949055,62.336469092897474,62.46541560352153,False
2.42,35.21748033586456,4.044135960109944,0.20798116654239826,-0.26375384865715973,14.456590917522506,0.533875679585372,0.5955925752902276,-2.70992436954599,0.34138824668521073,0.03689914215291579,0.0,0.2377055938597591,0.24873548347155497,0.9522930080069351,0.8483327957333503,20304.769350853003,17878.19363625791,0.0,0.0,-11.800663387536183,23.429875910752322,0.0,0.0,-1959.376365524128,-2176.128536447072,0.0,0.0,-9.064717248685668e-05,0.00016562037768192954,0.4083880533540767,0.4520374851514428,0.014821397163825644,0.015254826038338129,0.0606215796749277,0.062367395760945056,0.02414219468374562,0.024686780283956326,0.05370127051047341,0.05462779605844072,44.435233700376074,43.18359143500485,62.57646909289748,62.70541560352154,False
2.43,35.35783645894769,4.079054895998598,0.20522546581238593,-0.2871604607440075,14.450330248439577,0.5432414695721883,0.569517202610435,-2.5082342791578753,0.33317342269872074,0.0290282404759887,0.0,0.24252031551587674,0.25510371176999647,0.9089533922652473,0.8112765106571463,19245.53058650712,16477.18341060078,0.0,0.0,-10.923844012548912,22.308834958450543,0.0,0.0,-1866.1728676990085,-2036.2471736170075,0.0,0.0,-8.031957360722816e-05,0.00015421026008756013,0.41263385885855436,0.46010707733617234,0.013533709701906697,0.013965365244156114,0.06335302871197036,0.0653423513203725,0.02196659983838299,0.02254484148978936,0.05550644867455089,0.05658523487817936,44.47275196068106,43.10808148483999,62.81646909289749,62.945415603521546,False
2.44,35.498207445329086,4.113675152962804,0.20224276359731289,-0.3091246086731382,14.4442085998167,0.5577471858620262,0.5453623906068759,-2.3261884204523486,0.3225198166075077,0.021825747511326876,0.0,0.247690939277529,0.2624704315216896,0.8648195240585077,0.7732395605809422,18107.993358943622,14856.505065228295,0.0,0.0,-9.940561421079494,21.031229599460413,0.0,0.0,-1763.7301419222035,-1875.6100543993914,0.0,0.0,-7.064506875087943e-05,0.00014470965167903392,0.4169678692680871,0.46807385480501223,0.012716658684189095,0.013154005599006457,0.06629994523891315,0.06854408340846142,0.02003510947003711,0.020637970412722712,0.0575385163334012,0.05877951613498823,44.50721023162666,43.03653041224778,63.0564690928975,63.185415603521555,False
2.45,35.638591454660066,4.14801677472505,0.19904832497905328,-0.32948758391588556,14.438236664469546,0.577376639689867,0.5229150636960025,-2.1677046570543057,0.30959815444123345,0.015378304621393812,0.0,0.2531428828249757,0.2702508532939809,0.8200146815348209,0.7342219455047381,16908.565778505348,13144.812275324204,0.0,0.0,-8.871169283501462,19.65589266594615,0.0,0.0,-1658.8252166542768,-1696.9213401550935,0.0,0.0,-6.163119332789236e-05,0.00013792532698142626,0.4214016983320738,0.47592118444705794,0.012380980740144116,0.012835540673492784,0.06944706329824027,0.0719556520606623,0.018398800697593885,0.0190183306933894,0.05979346037695586,0.06120617810067764,44.538260508195926,42.969384758756384,63.29646909289751,63.425415603521564,False
2.46,35.77898660897595,4.182101288262071,0.19565854309641342,-0.3481945800990105,14.432417345269723,0.6019625144219038,0.501925017264813,-2.0343058852495726,0.29461399094808477,0.009716298384851238,0.0,0.25954567289014724,0.27781553259374225,0.7745938495948153,0.6942236654285339,15499.95196416761,11480.582829376708,0.0,0.0,-7.8029729193633175,18.283697626156627,0.0,0.0,-1559.1744941489578,-1514.1120843904876,0.0,0.0,-5.3644247409313865e-05,0.00013415269825582736,0.42594000267247495,0.4836414050271405,0.012518749701273833,0.013005168355483198,0.07277823338007608,0.07555945580260978,0.017098120625706575,0.017728129168922198,0.06226464467715667,0.06385812498099681,44.56576391290472,42.90679658436121,63.53646909289752,63.66541560352157,False
2.47,35.9193912909075,4.215950236601872,0.1920897923825897,-0.3652961986418431,14.426748342683576,0.6312009298200916,0.48214979846656153,-1.9246766702630804,0.27776795732150966,0.004895491430257864,0.0,0.2668520477820534,0.28470589732274115,0.7285851643185374,0.6532447203523298,13892.549487948254,9964.70258899695,0.0,0.0,-6.78651401515637,16.990597304061463,0.0,0.0,-1461.7189674647116,-1344.390698296825,0.0,0.0,-4.7066295826821196e-05,0.00013311236437745403,0.4305800351159461,0.4912360052633104,0.013104321954002936,0.013639219940068248,0.07627744858613181,0.07933850866163598,0.016160823787671467,0.01679739218532265,0.06494330806115924,0.06672619255360124,44.58981740431983,42.84862518254709,63.77646909289753,63.90541560352158,False
2.48,36.05980426171066,4.24958405566801,0.18835756771278117,-0.38091533997359145,14.421209485470532,0.6647068992315421,0.46335323480923996,-1.8384991977848832,0.2592555473343275,0.000961670350214803,0.0,0.2745189600206485,0.29067561515584045,0.6820147651989116,0.6112851102761258,12205.82879545733,8651.364665715104,0.0,0.0,-5.855691968546881,15.842471974838688,0.0,0.0,-1364.9395320010062,-1200.7294350829316,0.0,0.0,-4.1999528412647984e-05,0.00013443097275925045,0.43531529739029673,0.49871452786137765,0.014100860029653392,0.014701793431452842,0.07992967977438452,0.08327726070362611,0.015601688168711606,0.016243474553299723,0.06781916726916057,0.06979979425879075,44.61064933764567,42.79449869916162,64.01646909289754,64.14541560352158,False
2.49,36.20022464290983,4.283021184380891,0.1844758179677199,-0.39523621934752634,14.415762292772234,0.7020381356451852,0.4453044180130303,-1.7749104383919942,0.2392685471145465,-0.00207909977563259,0.0,0.28198016904053336,0.2956514693406026,0.6348959367170516,0.5683448351999218,10564.362811082665,7556.676745067431,0.0,0.0,-5.037072838577492,14.891912292094734,0.0,0.0,-1271.8352135668113,-1089.40506663121,0.0,0.0,-3.833310060453073e-05,0.00013781788253623911,0.44013636044188337,0.5060939372995215,0.015462828427349735,0.016147372119704895,0.08372146687450518,0.0873623174438918,0.0154231689722862,0.01607150691644014,0.07088104066011763,0.07306758446821608,44.62858889755457,42.743846659191306,64.25646909289755,64.3854156035216,False
2.5,36.34065187912125,4.316277355667547,0.18045641656162287,-0.4084856642698248,14.410355810792387,0.7427269050852163,0.4277853747267464,-1.7321954371415298,0.21798910018383252,-0.004259741190511927,0.0,0.28882801314212536,0.29967373212030646,0.5872206246318796,0.5244238951237179,9057.837108732423,6671.778933532582,0.0,0.0,-4.344512010566095,14.16857634555367,0.0,0.0,-1186.7531426736025,-1011.2065141825786,0.0,0.0,-3.587319861473838e-05,0.00014303806268067197,0.44503166967656793,0.5133966210317118,0.01713964285463624,0.01792470866512705,0.0876413562036412,0.09158290703736645,0.01561655634200347,0.016275373985376405,0.07411744971774911,0.0765181039897147,44.644033223019456,42.69596123178327,64.49646909289756,64.6254156035216,False
2.51,36.48108569564689,4.349365196020535,0.17630886372940516,-0.42090716467373235,14.40493324229362,0.7863179756825499,0.41059874105488514,-1.70800119453457,0.1955832407460304,-0.005640532986396743,0.0,0.29484315068172795,0.30284353982103973,0.5389604401417797,0.4795222900475138,7734.506850019854,5974.421239371262,0.0,0.0,-3.77802818645407,13.678445502199068,0.0,0.0,-1112.7558678916648,-963.7847359788178,0.0,0.0,-3.442488124348024e-05,0.00014985325826454132,0.44998884129313904,0.5206476094155787,0.01908031926273562,0.01998178112973302,0.09168012978829002,0.09593101026459477,0.0161638322242779,0.01683943121075218,0.07751716162269391,0.08014035129427537,44.65740171946408,42.650076908114755,64.73646909289756,64.86541560352161,False
2.52,36.62152604888883,4.382294155433191,0.17204023812789906,-0.43273855651885346,14.39943712528913,0.8323982643483583,0.3935759519140439,-1.698827285954207,0.17219987247041302,-0.006288787659769955,0.0,0.2999605952765216,0.30528411807980976,0.48996480314624896,0.43364001997130974,6608.6690391652555,5437.494022441855,0.0,0.0,-3.328130929161056,13.410892716202943,0.0,0.0,-1050.9586614662287,-943.6621888153784,0.0,0.0,-3.3830760891320585e-05,0.00015799446729067524,0.4549958468790096,0.5278721611628702,0.02123726599940825,0.02226986249301532,0.0958308183991682,0.10040122997455754,0.017040074168008262,0.017740816273471877,0.08106963619179296,0.0839242340304516,44.66909659249608,42.60543843788465,64.97646909289757,65.10541560352162,False
2.53,36.76197307573131,4.41507067257766,0.16765532576558156,-0.4441992158592262,14.393812536074918,0.8806115724008415,0.3765778682143577,-1.7028033051062001,0.14796837521304007,-0.006273763127780373,0.0,0.3042210237741391,0.3071139857920676,0.439994882578661,0.38677708489510576,5671.374769689397,5034.923125745128,0.0,0.0,-2.981493707459857,13.347164118824868,0.0,0.0,-1000.9207992576685,-947.5450038215967,0.0,0.0,-3.399164490334805e-05,0.00016714913864778006,0.46004168378321264,0.5350942974046584,0.02356829580558387,0.024745720964203907,0.10008856035777343,0.10499053641285234,0.01821596808596612,0.018951918775017475,0.08476535671834222,0.0878608869481483,44.67948096660662,42.56134064659243,65.21646909289758,65.34541560352163,False
2.54,36.902427049766985,4.447698451357054,0.16315683207396858,-0.45548564866673025,14.388008573665353,0.9306612199536565,0.35948362457829924,-1.7176674964152268,0.12299022799099618,-0.005704798730545819,0.0,0.307705874443077,0.30845414156950607,0.38904429701107307,0.33893348481890184,4904.707622523061,4740.088854708669,0.0,0.0,-2.7248915568333043,13.464473977618956,0.0,0.0,-961.8911311968351,-972.2035810649512,0.0,0.0,-3.485315204764689e-05,0.00017706960273726946,0.4651165811572911,0.5423362031079242,0.02603714078109503,0.027372236015779768,0.1044503889914386,0.10969799096465306,0.019660031011897453,0.020442602406101913,0.08859604650856137,0.09194286972847401,44.68887341613406,42.51714810477968,65.45646909289759,65.58541560352164,False
2.55,37.04294898175539,4.480143429552755,0.15861210363695688,-0.4438275452924883,14.40070466341023,0.9659632338852022,0.3421957205025196,-1.741159482687194,0.09735677563110837,-0.004712079629807618,0.0,0.3104975874860197,0.309425038592216,0.3371130464434852,0.2926102816844946,4290.530753075672,4526.491509712487,0.0,8225.738029411192,-3.4359259587059965,-46.71374472303335,0.0,5387.17332188853,-936.1581245420517,-1016.4373956781752,0.0,-4346.934494030446,-4.906892115425376e-05,-0.0006380855383915408,0.4701292667126139,0.34907897335099763,0.029369935542883262,0.030834898793594124,0.10573708490230083,0.1109044149815678,0.021392867154174523,0.022230980011576727,0.09234101303777051,0.09593469041067028,44.6988017952119,42.54883560361201,65.6964690928976,57.4565342536633,False
2.56,37.18393262096465,4.512141071466694,0.15440820040898987,-0.3956468436291122,14.449149330728874,0.9491158528039926,0.3246390523398012,-1.7710948923772636,0.07119470867104566,-0.0036217705958245293,0.0,0.3126008228609144,0.310155353195143,0.287420543553373,0.2660044943191457,3827.818970598836,4365.822297068547,9367.480418257946,14079.01124978795,-5.074642080184764,-72.92494196099805,5828.372726984448,162.24784122061462,-932.816438567611,-1080.861371319294,-4691.506440568055,-7167.32150953691,-7.98316775661574e-05,-0.0010265401677825824,0.2544051710489848,0.0011229679489002094,0.032122055845482035,0.033541455282158225,0.10016936799223301,0.10451046839977776,0.023524906998903587,0.024408453191423318,0.09473117605102745,0.09847548147316258,44.728884500290626,42.7941713591261,56.09758413951569,42.89825506448592,False
2.57,37.32549360775352,4.543203753635976,0.15072521841381706,-0.33260022424839963,14.467622963733577,0.8849203582131128,0.3072250782703339,-1.6572645198043705,0.04500889186960288,-0.0029357509568338526,0.0,0.313924406151028,0.31100003386114716,0.2530550653831939,0.2666426003729472,3536.6306467738405,4179.992550547628,16927.88561569735,13938.627917951624,54.40818483582203,-54.2200252835442,159.2655280335696,20.77175659856879,-940.9228558920519,-1123.4254195955334,-6991.967898858961,-7163.5178180285775,0.0009165358487696129,-0.0007915380205074981,0.0011069161830553305,0.00014397727904848361,0.03296752508048194,0.03418622378591086,0.09033041083818104,0.09361020514687332,0.025454502609598435,0.026363050533990365,0.09490927371202038,0.0986680046509063,44.678418362440404,43.01098512986801,44.67682651479206,43.061334684986996,False
2.58,37.46727110491962,4.573076765676523,0.14779062484463068,-0.25547924236641145,14.461042453810752,0.8079980670634656,0.29172811468007603,-1.4406284084635987,0.020521564410352505,-0.004111446421206575,0.0,0.31432292752502733,0.3130117874588408,0.23432574810313062,0.2587258147000428,3448.955944493991,3737.4067590550308,21048.335417311268,15680.320765990587,60.30316658923629,-47.22073584900006,129.84479833760614,25.550243579779707,-983.2398571322398,-1087.8124587175294,-5998.815659456708,-7117.827378688275,0.0010383353816188217,-0.000758316461583292,0.0010366775184627729,0.00017572381648160685,0.034183459254563536,0.0351503563771426,0.0784790160474808,0.08066275356139936,0.0272382362498377,0.02813509653037179,0.09257140217567,0.09616809984298468,44.47907888816069,43.1769722901449,44.471255403453966,43.22507508236662,False
2.59,37.60917499232479,4.601805852021778,0.14559088324518127,-0.1855925357042045,14.454777455394035,0.7293061758043726,0.278479443303361,-1.2051176173590197,-0.0018605069167970988,-0.006019190393335453,0.0,0.31431189620155203,0.3161308062415942,0.22794616361811096,0.24832191161766126,3451.3828356585564,3051.222626849285,22451.84400401559,17969.179444114525,55.12227427511933,-41.731386005086414,125.98514851843247,30.02820939391793,-1038.7422644870442,-958.3534174698618,-5307.671244742928,-6714.806514609573,0.0009485261250115124,-0.0008004838406371648,0.0011041109420010919,0.00021270141317432023,0.034681069197924116,0.03539124722784675,0.0670150452902173,0.06836673371504315,0.02880879213930267,0.029659102824972132,0.0882253375059527,0.09151663095681653,44.288622314391866,43.32335121768796,44.289876196062295,43.37290617580859,False
2.6,37.751186989624436,4.629475168971488,0.14406121225527366,-0.12095828574833181,14.448963114706043,0.6486511793337869,0.2676949446928213,-0.949284952172471,-0.02185095942967916,-0.007988689235183078,0.0,0.3145907703110237,0.3193668014431763,0.2288568629862733,0.24198373862289538,3390.0305315747837,2339.303682501216,22251.490143019877,19363.57750296302,51.19042075715085,-38.1969504000962,123.9261962917005,32.43628774471384,-1065.9381068695325,-782.8025855163887,-5155.040533384668,-6164.003339771678,0.0008947828982044427,-0.0009316710116207861,0.0010697462127653462,0.00023951678159418605,0.03460411503414008,0.035064490087718225,0.05577154143574402,0.05650312264014518,0.030075603123772006,0.03084978340507297,0.08239132856149192,0.08528264701790657,44.113740449543585,43.45464671700722,44.11778251212481,43.50925400958876,False
2.61,37.89329557875475,4.656148825276631,0.14316361221390084,-0.05882298178239766,14.443721686539217,0.5642168100045105,0.2595188166591828,-0.68594231480945,-0.03922903615431543,-0.009905578207925715,0.0,0.31534245886068535,0.3220610600064901,0.2331209353845719,0.24096498704716135,3224.6590506492266,1746.5667985721823,21313.394215394186,19587.702849624508,48.906100307978605,-36.32732112803664,122.35074425529777,33.246851006740954,-1050.080249046057,-611.8653491648042,-5159.356442597586,-5745.492719172214,0.0008932779565407735,-0.0011625143890431448,0.0009920250867397208,0.00024760283369947657,0.03405326956293603,0.03427292618058356,0.044390794372944624,0.04467334161465055,0.03099523697656573,0.03166770186141218,0.07540426384925711,0.07784156080903891,43.94889579123014,43.57731672382952,43.951447462454034,43.640620323251085,False
2.62,38.03549459232695,4.681873855608727,0.1428800105529254,0.0018113697317416319,14.43910192488623,0.47538983388014455,0.2539536129426706,-0.42921634986781,-0.05390124045898066,-0.011856520673448308,0.0,0.31633972461929843,0.3240797977258037,0.23851384802009865,0.24411944248278702,3005.260583754348,1302.44450032319,20126.9534355783,18893.72265378686,47.02533769320548,-34.815264758844954,120.3744328992363,33.95699501128176,-1003.3453367645237,-469.29819835995625,-5049.396183370876,-5413.3453814864,0.0009143250861541508,-0.00147157083857576,0.0009171761856050037,0.00024672568298089785,0.03306554235252277,0.033058993878338924,0.03274592113847544,0.03273951795677356,0.03154805325154624,0.03209668174841947,0.06746833980858521,0.0694306303511793,43.790520204626645,43.69479587834821,43.79069988204018,43.76993223985441,False
2.63,38.17777942449,4.70669945198431,0.14319109440453204,0.059787856418922466,14.435074676793004,0.3836563940459565,0.2508612979116114,-0.19410105331000624,-0.065907513508621,-0.013968768023106638,0.0,0.317248524850345,0.3255855823295822,0.24455717605749813,0.24982423049738964,2805.324532924105,971.1718874919239,18797.421267350415,17638.669290574282,44.31389607303938,-32.394419867723066,117.16302654540755,35.94010668100584,-948.3471011118173,-354.22317653967855,-4747.899770117119,-4993.6183912131355,0.000916389436474384,-0.0018160480018503938,0.0008487674680753989,0.00025276896550152894,0.03164128607267061,0.031435033503652295,0.021051485234634206,0.020915943381123424,0.031721837958443765,0.032129043406872775,0.058753364415634425,0.0602493933309412,43.63947617240044,43.80608035916068,43.638341177881465,43.895059792285316,False
2.64,38.32014403147759,4.7306935017631115,0.14405917842499058,0.11276765341607062,14.43158465359127,0.2919372018190241,0.24997394490343822,0.01194692587554134,-0.07541910578986888,-0.016306755648151202,0.0,0.31783169611313017,0.3268013139262554,0.25197817994502075,0.25746709594641354,2677.0268551113663,703.7109362238181,17164.80041209544,15957.238891789026,40.09282814534322,-28.254918474913605,112.07617959725627,39.78993734054841,-903.2220329709553,-256.1405422759228,-4249.867606330007,-4386.37782599853,0.0008648434691809804,-0.0021668368695863184,0.000781618818594538,0.0002739732352132022,0.029780869443091842,0.02941566150757824,0.009739270514733589,0.009621277677444827,0.031506468820662006,0.031761264073226984,0.04946272451012796,0.05052900299403319,43.4997037069666,43.9066884069085,43.499506460134825,44.01067087739786,False
2.65,38.46257954832572,4.753950556075012,0.14542027671622454,0.15790584656582,14.428577174101802,0.2040795813057214,0.25100591098961106,0.18961797977161687,-0.08263871800930006,-0.018823644530910143,0.0,0.3180404811662409,0.32784622507013383,0.2604445884001236,0.266454944998371,2631.094143427006,473.83048457055986,15302.190551972817,13979.912100358379,33.86314726714961,-22.179721573792005,104.89048762113593,45.69289322597103,-872.6327080153012,-169.77027783744091,-3540.9142113855855,-3570.4575832675478,0.0007419810918911947,-0.002507361601039025,0.0007210653102640037,0.0003165643169597148,0.02750782701770709,0.02703648526073615,-0.0006356553180399539,-0.000624894895104424,0.03089609299288559,0.03099612412171195,0.039859738978086964,0.04055671057114312,43.377105235971044,43.99040106106177,43.38098711855498,44.11015241587576,False
2.66,38.60507354389112,4.776593543647523,0.14718260720763876,0.19268962823273184,14.425982132805887,0.12398361151172951,0.2536673807222825,0.3376548256275276,-0.08778958454359582,-0.021434111634186383,0.0,0.31795348129994855,0.3287348417741374,0.2691560935556425,0.27574104973178887,2650.2341140113226,278.33480968977085,13385.65941775865,11936.969059006453,25.878125429119162,-14.772299716556935,96.3285787010879,53.04244390462732,-850.9511995912655,-96.78777071270727,-2682.93227888535,-2626.522680691938,0.0005632949126759512,-0.002825160524799639,0.000673058731563524,0.00038343395564363435,0.024880475254937733,0.024361081986776147,-0.00953672391169289,-0.009340066680701425,0.029894328307179537,0.029847128273305438,0.030267718454156944,0.030672751867155193,43.278174731481265,44.05157928588791,43.288765444544076,44.18748207134184,False
2.67,38.74761074391829,4.79876367241141,0.14923576148534878,0.21604253390896275,14.423720952272895,0.0542122056838232,0.2576589649843328,0.45574769195769965,-0.0911193639605808,-0.024020532956354416,0.0,0.317698306698281,0.3294267407552158,0.27741180220803585,0.28441718819776846,2706.372526378189,126.11703385253304,11569.403514232115,10028.218596490944,17.27853805448042,-7.402292726211182,87.68018487510145,60.62309721794459,-828.6878624888719,-41.92662286312805,-1797.2587101865581,-1699.085671593857,0.00036903625765474904,-0.0031093259480222237,0.0006413926546530936,0.0004734050506788954,0.0219891728928971,0.021475029772256893,-0.016655194579345303,-0.016270590199223993,0.0285193921837736,0.028341971198014803,0.02103013297292527,0.021227435821498643,43.20699164163398,44.08792674054048,43.225305943581425,44.23982474563367,False
2.68,38.890175142290936,4.820601790604616,0.15146740512247178,0.22861979900093354,14.42171875393049,-0.004593565335373936,0.2626877077717596,0.5455059444911995,-0.09288293415818902,-0.02645394480439096,0.0,0.31739763955088823,0.329870306023719,0.2847861648402805,0.2919162593682441,2772.519298804592,28.532674781829304,9947.04373513829,8378.4229389863,9.384357652869395,-1.7959769885857557,80.07414298311262,67.34345201433909,-797.5600662841332,-8.922653406333552,-997.7472119719164,-909.0694812124875,0.00019611170930516694,-0.003324399139681282,0.0006279430052570716,0.0005828521690121994,0.018939391404065954,0.01847099365896749,-0.021987721847987893,-0.02145077702215966,0.026806052515575513,0.02652260396568336,0.01244823717397052,0.012518034027304517,43.16333927566742,44.10237705208205,43.18890712474616,44.2683389800409,False
2.69,39.03275214755322,4.842231633699583,0.15377831639722503,0.2322545911882313,14.419906278223332,-0.05330290421132817,0.2684851323868702,0.6101075259901266,-0.09332323707032338,-0.028617477726240032,0.0,0.31713859716270854,0.33003232867320303,0.2911127579003364,0.2980053365434816,2829.5086242041257,0.0,8555.193261925991,7038.825960434051,3.0148531014044933,0.0,74.07421361809662,72.68181217897347,-753.1357481262447,0.0,-349.1005838922354,-307.57871946770655,6.186075433510383e-05,-0.0033622600798992206,0.0006328833136548582,0.0007063343584875484,0.015831486568650844,0.015433727922978886,-0.025758267069304123,-0.025119362504681643,0.02480325442571633,0.024441748319253363,0.0047338469381689105,0.0047439917215886095,43.1433509914652,44.103900056842484,43.175027766428315,44.276903312517625,False
2.7,39.17532977422991,4.863751328327331,0.15609013350267606,0.2291747371514105,14.418222317850237,-0.09347584979998093,0.27481943068757203,0.65357758321629,-0.09265812637986573,-0.03042285764755528,0.0,0.31696313406531423,0.32991334371924635,0.29640160574940183,0.3026992937669815,2868.110505630872,19.064381765805383,7391.6467351316005,6006.155371264071,-1.6309675100509933,-1.1068022223891028,69.73801232100051,76.59207721917102,-695.104447537668,-5.002873060080076,134.4601720721669,115.66037235395052,-3.306069892856074e-05,-0.003064701091408152,0.0006551545888449748,0.0008358025322977452,0.012750001811806305,0.012433804922642002,-0.0282843688125351,-0.02759197743954461,0.02256873725934707,0.022157515575253896,-0.002004145495308768,-0.0020024087793272297,43.141526013843354,44.10463018300965,43.178166892059764,44.270238801566165,False
2.71,39.317898866417735,4.885233320360689,0.15834631190375498,0.22143238571058418,14.416621176689844,-0.12671501778367705,0.2815000739707654,0.6800574748843804,-0.09107405586896701,-0.031816318755820965,0.0,0.3168739683983247,0.32952790428750617,0.30075566998248293,0.3061612436809144,2887.726952368567,103.86105674864643,6433.752603853758,5244.526390198834,-4.785225536256059,-4.563968171690212,66.79012560362386,79.35501193895448,-626.0840681209062,-24.248339131829585,470.4504228629726,400.8813226147789,-9.640861777533837e-05,-0.0023251020166527,0.0006923890119017807,0.0009620228577265461,0.009760037977566317,0.009526034868672206,-0.029873980433981207,-0.029167054507153425,0.02016403956697845,0.019729172937894578,-0.0077455303114067715,-0.007717939305858846,43.152474455667075,44.11401791711993,43.19323102543484,44.25264762000038,False
2.72,39.46045276457293,4.906728506179778,0.1605086981601863,0.21065062013749078,14.415083489138766,-0.15435612025090206,0.28837700092890034,0.6934453403203458,-0.08872560007736807,-0.03277775435760259,0.0,0.3168482077930867,0.32892134797761285,0.3043110394468812,0.3086192154921967,2893.3942855209293,237.3034449251754,5651.571321686139,4703.772591716735,-6.812770527613433,-5.503706822478189,64.88708242534723,81.22912601676056,-549.9541713927865,-48.21051435692597,688.9986998516836,591.7367695149924,-0.00013701710322800957,-0.001232016035174462,0.0007418194164351453,0.001075109959082267,0.006907526243503218,0.006749864291174798,-0.0307769852035514,-0.03008370475981131,0.017649161684230176,0.01721284145464729,-0.012532192250891232,-0.012459326258227535,43.171870266092455,44.13191769798891,43.21620456900491,44.22747097357051,False
2.73,39.60298691721127,4.928271978971536,0.1625532386000915,0.19803120847935682,14.413625268613231,-0.17737254326864849,0.2953366639083234,0.6971177844311848,-0.08573862377143675,-0.03331550100732769,0.0,0.3168519834108838,0.32814690033317184,0.3072023173286456,0.31030892990587755,2892.5636496055727,407.68192670219804,5015.490187697968,4332.035420706942,-8.053995062588195,-1.2640613413357134,63.72113712099196,82.42395735605184,-470.5204994667903,-70.2522519940353,820.8782802860503,722.3892113196447,-0.00016202217088092012,-0.00016560690815751815,0.0008005317010736816,0.0011678438365533177,0.004226961109380673,0.004136189019785828,-0.03117789125890675,-0.03051715250616811,0.015080045292262074,0.014659878327044585,-0.016441975072006728,-0.016316022242711985,43.196577680487366,44.14441520933419,43.24416920106456,44.19728140875745,False
2.74,39.745498411904705,4.949888117945277,0.1644660424430224,0.18441877740144064,14.412266404578858,-0.1964361296269203,0.3022962938683283,0.6938521997270407,-0.0822148091293011,-0.03345857925318448,0.0,0.316851904522973,0.32725528434577317,0.3095475066887321,0.3114407359806805,2892.58100494594,603.8374439299066,4499.548528478942,4083.0380842502923,-8.753555307409904,5.654990902621949,63.076445146078164,83.11237389880644,-390.75932138107544,-85.54918139315426,892.2036939657579,815.103608323895,-0.00017609436668651306,0.0005034763011179173,0.0008658911821898056,0.0012377320947661613,0.0017429815550894664,0.001708095350447601,-0.031205760696099347,-0.03058938513432338,0.012507169729594472,0.01211612694654551,-0.019568601156690592,-0.019390016437247228,43.22443426315715,44.13723280360116,43.27507471835802,44.164029149243,False
2.75,39.88798532540291,4.971594346315543,0.16624023566696888,0.17038669485729316,14.41099983658899,-0.21200355642831936,0.3091979916276326,0.6858552024774851,-0.07823652185551816,-0.033248883354218724,0.0,0.316821869712157,0.32628979982254175,0.3114444867251041,0.31218514073628384,2899.188663325468,816.2440390408187,4082.2129204770995,3919.2690380175586,-9.066002280769995,10.803656859158858,62.816046958164485,83.44076290429116,-312.6045193807381,-91.27456089063183,923.0942111553784,882.7154672175558,-0.0001820075045725572,0.0007166544957539827,0.0009355655112727165,0.0012866376749853133,-0.0005281110702773603,-0.0005183367591525624,-0.030948411628609073,-0.030383152058848218,0.009974766887153742,0.009621541524913464,-0.02200838629384603,-0.021782964436757844,43.25392708103703,44.109180299928035,43.30744336623165,44.12913390950169,False
