scenario,ax_peak [m/s^2],Fz_f_peak/static,Fz_r_peak/static,Fz_f_min/static,Fz_r_min/static
brake_step,3.3600000000000194,1.1253237344047153,0.8968536656248568,1.0825176793298426,0.8433460967812659
throttle_step,0.2980000000000934,0.9891108584480941,1.013918106590936,0.9888661265569794,1.0136121917270426
