t,x_world,y_world,yaw_deg_carla,vx,vy,yaw_rate,ax,ay,steer,throttle,brake,Fz_FL,Fz_FR,Fz_RL,Fz_RR
7.66,-55.56536865234375,-23.981229782104492,-163.9857177734375,9.325778972510161,0.24009062297264783,0.42605782246079904,-0.12849834636219204,3.9785140423061165,0.1248198158889515,0.3022663082469517,0.0,2683.1932702527097,4241.545492919076,2439.864508518958,3689.3766272274065
7.68,-55.74629211425781,-24.026796340942383,-164.47409057617188,9.325251991401931,0.24021835621860263,0.42631555678773747,-0.128551117985997,3.9802807582553914,0.12487882523466831,0.3024244025794207,0.0,2682.851213630817,4241.893926276927,2439.5783265051105,3689.6440912924036
7.7,-55.92758560180664,-24.070810317993164,-164.96275329589844,9.324726944364592,0.24033462527737978,0.4265581097546066,-0.12857281427970235,3.981861010040893,0.12493061200007376,0.3025819166906224,0.0,2682.5423805830515,4242.202380063198,2439.3248932189827,3689.8856086141222
7.72,-56.1092414855957,-24.113271713256836,-165.45164489746094,9.324204391904061,0.2404379573201901,0.4267836975701542,-0.128558235885778,3.9832243236824674,0.12497514921137731,0.30273868242878166,0.0,2682.2722008025244,4242.464295149786,2439.1095863522514,3690.0969440527006
7.74,-56.29124450683594,-24.154178619384766,-165.94085693359375,9.323684843176464,0.24052738033360105,0.42699084065814363,-0.128509068227738,3.984378616774333,0.12501059286679606,0.30289454704706087,0.0,2682.0392717787145,4242.68145092378,2438.930947773852,3690.279190774249
7.76,-56.47357177734375,-24.19352149963379,-166.43026733398438,9.32316901682382,0.2406008471688342,0.4271771818201202,-0.12841375471979588,3.9852570980966235,0.1250364636620805,0.3030492949528538,0.0,2681.855499039969,4242.839422261802,2438.800801860207,3690.4230608110465
7.78,-56.65623092651367,-24.231306076049805,-166.9198760986328,9.322657626692957,0.24065663810523766,0.42734049183694334,-0.12827146214100496,3.9858536126233433,0.12505240012741436,0.303202711992113,0.0,2681.721975599625,4242.936945311088,2438.7201872666737,3690.527703044936
7.8,-56.83918762207031,-24.26752471923828,-167.40966796875,9.322151365258046,0.24069337601813276,0.4274787156881524,-0.12808195104028477,3.9861642005640108,0.12505652919974802,0.3033545904225862,0.0,2681.639428063324,4242.973251243168,2438.689732733297,3690.592547152606
7.82,-57.02244186401367,-24.30217170715332,-167.8995819091797,9.321651121721187,0.24070874000936107,0.4275890059382173,-0.1278340641996457,3.986123200698127,0.12504783160726085,0.3035046634836439,0.0,2681.6195752990825,4242.934191590905,2438.7210338822174,3690.6084479068036
7.84,-57.20597457885742,-24.33525276184082,-168.3896484375,9.321157840290837,0.24070042610465772,0.4276683955709972,-0.12752366274127153,3.9857046359986317,0.12502476617312397,0.3036526479127488,0.0,2681.6670568041204,4242.814235593201,2438.8186247240715,3690.5717846398898
7.86,-57.389774322509766,-24.366756439208984,-168.8797149658203,9.320672584876117,0.24066574565143248,0.42771349211752013,-0.12714301746268586,3.9848617117909684,0.12498628033888035,0.30379822453716476,0.0,2681.7902286253893,4242.6033511155365,2438.990727712181,3690.476035862668
