wheel_travel,steer_rack_dy,camber,toe,track_change,caster,valid
0.0,0.0,-0.0,0.0,0.0,-2.0408511482080082e-17,1
0.0,-0.015,0.002898620312888052,-0.052584796112812596,0.0012270085096239836,-0.0021283729982283215,1
0.0,0.015,-0.002070436004398309,0.05245797284967695,-0.0014159240484905578,0.002263514274566524,1
0.0,-0.03,0.006664237618728617,-0.10543584055196502,0.002262365749405526,-0.004120546149119192,1
0.0,0.03,-0.0033295210004169523,0.10490329256370885,-0.0030189580188370035,0.004661295105473447,1
-0.009999999999999995,0.0,0.00607543709732991,0.00029446139426792233,0.0009831544291735161,1.2054137366026531e-05,1
-0.009999999999999995,-0.015,0.008950490305232537,-0.05267928645135966,0.002211004801906613,-0.002086183778807966,1
-0.009999999999999995,0.015,0.004041881778217877,0.05315107444605655,-0.00043601025797013193,0.0022448369914032443,1
-0.009999999999999995,-0.03,0.012705715599238962,-0.10591407716756512,0.003244905005961307,-0.0040488998968488425,1
-0.009999999999999995,0.03,0.0028338221909963227,0.10600857079571564,-0.002044812983338251,0.004611373628275854,1
0.009999999999999995,0.0,-0.005851683825109654,-0.000540182031093459,-0.0011851995364653423,-2.3096492055951815e-05,1
0.009999999999999995,-0.015,-0.0029257369864301858,-0.052724272418447383,4.0069801177211595e-05,-0.0021817731598432807,1
0.009999999999999995,0.015,-0.007962889937459852,0.051506778692338134,-0.002596917362847395,0.0022712843324636752,1
0.009999999999999995,-0.03,0.0008539894805158658,-0.10518053545474258,0.0010760527008623066,-0.004203600594831823,1
0.009999999999999995,0.03,-0.009277099996202794,0.10352700888117702,-0.004193147396720609,0.00470040661919695,1
-0.020000000000000004,0.0,0.012361773060166,0.0003451134951539764,0.0017640327525658694,1.3829784235519509e-05,1
-0.020000000000000004,-0.015,0.015217042586216981,-0.053005783937011636,0.002991829773978938,-0.002054411832320113,1
-0.020000000000000004,0.015,0.010361175622632739,0.053587919217072094,0.0003425960215841517,0.0022159859727956042,1
-0.020000000000000004,-0.03,0.01896559934051969,-0.10661326417944747,0.004023445990043895,-0.003987839020280983,1
-0.020000000000000004,0.03,0.00920000739208535,0.10684457851370883,-0.001270929313020197,0.004551344536161449,1
0.020000000000000004,0.0,-0.011464716176335302,-0.0013293178182922421,-0.002572373263274641,-5.811644999894954e-05,1
0.020000000000000004,-0.015,-0.008507667454066361,-0.05310099942801996,-0.0013497434295360877,-0.002247295454102018,1
0.020000000000000004,0.015,-0.013620539981505392,0.05029433758533447,-0.003978913025093789,0.0022672968418064403,1
0.020000000000000004,-0.03,-0.004710059811306915,-0.10515147824569135,-0.0003139682429998958,-0.004299003347390648,1
0.020000000000000004,0.03,-0.014993852997594556,0.10187668587058941,-0.0055672921163539835,0.004727888585059382,1
-0.03,0.0,0.018847961532738447,0.00015260664124964516,0.002342231490872204,5.988102310842959e-06,1
-0.03,-0.015,0.021687263174962258,-0.0535635864118992,0.0035690758311108794,-0.0020323664510492902,1
-0.03,0.015,0.016876328784375325,0.05376907211311568,0.0009194950139328473,0.002177592236251528,1
-0.03,-0.03,0.025432879891610274,-0.10753267611963523,0.004597577097192884,-0.003936644155292146,1
-0.03,0.03,0.015757796762715107,0.10741175408763406,-0.0006977040876711138,0.00448180851718285,1
0.03,0.0,-0.01682187216257028,-0.0023720507273601076,-0.004161597031349884,-0.00010607582339227834,1
0.03,-0.015,-0.013829916869892774,-0.053719682190737,-0.002942516532047912,-0.0023259866965229382,1
0.03,0.015,-0.019026160783335452,0.0488160891532864,-0.005561979735043021,0.002250567481272954,1
0.03,-0.03,-0.010010596731927873,-0.10535341945729965,-0.0019077931988684682,-0.004407831077248708,1
0.03,0.03,-0.020462523415770935,0.09994787160997437,-0.00714145719528092,0.004742788920273813,1
0.039999999999999994,0.0,-0.021903260074586116,-0.0036745552308038577,-0.00595307866403294,-0.00016814674158569225,1
0.039999999999999994,-0.015,-0.01887253226304582,-0.05458657715549044,-0.004738470868749345,-0.0024190508640366923,1
0.039999999999999994,0.015,-0.024159881341616927,0.04706595862915156,-0.007346312831089663,0.002219956905501822,1
0.039999999999999994,-0.03,-0.015027570169138128,-0.10579268707435352,-0.003705657859692457,-0.004531318336717108,1
0.039999999999999994,0.03,-0.025663214737658018,0.09773461624233744,-0.00891582676737146,0.004744001669902023,1
-0.04,0.0,0.025524567708765402,-0.00028363345664328323,0.002717162746397883,-1.0900403380177114e-05,1
-0.04,-0.015,0.028351771250345638,-0.05435320699307686,0.00394214747518451,-0.0020194474893949297,1
-0.04,0.015,0.0235778239675493,0.05369386131901983,0.0012941074663008756,0.002130196053321601,1
-0.04,-0.03,0.03209820847056743,-0.1086727982694281,0.00496669594297805,-0.0038946863251469684,1
-0.04,0.03,0.022497554103725923,0.10770928737635181,-0.00032570659421082837,0.004403275259826536,1
-0.05,0.0,0.032383604740109116,-0.0009653915432408844,0.00288804233494544,-3.634590838097068e-05,1
-0.05,-0.015,0.03520265168248255,-0.055376354924359494,0.0041102488699104045,-0.002015135184276472,1
-0.05,0.015,0.030457575784852503,0.053360386742561675,0.0014656619874087173,0.0020742566818575587,1
