t,x,vx,z_s,vz_s,pitch,pitch_rate,z_u_FL,z_u_FR,z_u_RL,z_u_RR,Fz_FL,Fz_FR,Fz_RL,Fz_RR,ground_FL,ground_RL,airborne
0.21,3.162679273003429,15.04918730248618,0.38152725024328693,0.00045022375742749044,-0.0004030477078234702,-0.005177458981533228,0.31425542960240904,0.31425542960240904,0.3158751388973342,0.3158751388973342,3463.805487470014,3463.805487470014,3107.4694425864777,3107.4694425864777,0.0,0.0,False
0.22,3.3131828181141394,15.051521698455266,0.38153181762853466,0.0004620958659865382,-0.00045310988432861743,-0.004827920418485599,0.3142626447430964,0.3142626447430964,0.31586983143058583,0.31586983143058583,3462.218156518796,3462.218156518796,3108.6370852711198,3108.6370852711198,0.0,0.0,False
0.23,3.4637097065432427,15.053855965580885,0.38153646930594254,0.00046711605845562457,-0.000499483741875938,-0.004441644629661213,0.3142681123814156,0.3142681123814156,0.3158662019873552,0.3158662019873552,3461.0152760885694,3461.0152760885694,3109.4355627818572,3109.4355627818572,0.0,0.0,False
0.24,3.6142599369821666,15.0561900995835,0.3815411379851844,0.00046555061189615203,-0.0005418560851013228,-0.004029332713174791,0.31427194950922843,0.31427194950922843,0.3158641032732887,0.3158641032732887,3460.1711079697484,3460.1711079697484,3109.8972798764944,3109.8972798764944,0.0,0.0,False
0.25,3.7648335080724724,15.058524094817244,0.38154575961576287,0.00045777741796192926,-0.0005800165405820851,-0.003600833283588323,0.3142742864743769,0.3142742864743769,0.3158633804188521,0.3158633804188521,3459.6569756370886,3459.6569756370886,3110.0563078525433,3110.0563078525433,0.0,0.0,False
0.26,3.915430418393562,15.060857944537231,0.38155027439177586,0.00044426401889624247,-0.0006138486558922221,-0.00316507333032725,0.31427526208585205,0.31427526208585205,0.31586387502731594,0.31586387502731594,3459.442341112553,3459.442341112553,3109.947493990496,3109.947493990496,0.0,0.0,False
0.27,4.066050666452866,15.063191641129976,0.3815546275482717,0.00042554801614665784,-0.0006433204737711995,-0.0027300208646549163,0.31427501994900536,0.31427501994900536,0.31586542823046526,0.31586542823046526,3459.4956112188233,3459.4956112188233,3109.605789297646,3109.605789297646,0.0,0.0,False
0.28,4.216694250678202,15.065525176319767,0.3815587699743687,0.0004022199460536193,-0.0006684748577114008,-0.0023026714478407784,0.3142737055898571,0.3142737055898571,0.31586788320117454,0.31586788320117454,3459.7847702314366,3459.7847702314366,3109.0656957416054,3109.0656957416054,0.0,0.0,False
0.29,4.3673611694121295,15.06785854136114,0.3815626586651276,0.0003749080450420982,-0.0006894197785170399,-0.0018890531270300927,0.3142714640615492,0.3142714640615492,0.31587108733567537,0.31587108733567537,3460.2779064591773,3460.2779064591773,3108.360786151422,3108.360786151422,0.0,0.0,False
0.3,4.518051420908169,15.070191727222369,0.3815662570279932,0.0003442643174669893,-0.000706318726778464,-0.0014942462025629576,0.31426843786714226,0.31426843786714226,0.31587489417048253,0.31587489417048253,3460.9436692287068,3460.9436692287068,3107.5232824938457,3107.5232824938457,0.0,0.0,False
0.31,4.6687650033288275,15.072524724760724,0.38156953505486213,0.00031095155734936887,-0.0007193813866838319,-0.001122415378440015,0.3142647651325908,0.3142647651325908,0.31587916503154356,0.31587916503154356,3461.751670830033,3461.751670830033,3106.5836930604196,3106.5836930604196,0.0,0.0,False
0.32,4.819501914745323,15.074857524887644,0.3815724693686331,0.00027563122270478,-0.0007288546851399512,-0.0007768523758813975,0.31426057801700225,0.31426057801700225,0.3158837703968517,0.3158837703968517,3462.6728362595095,3462.6728362595095,3105.5705126926237,3105.5705126926237,0.0,0.0,False
0.33,4.970262153138899,15.077190118721171,0.3815750431529753,0.0002389522238495238,-0.0007350143120815615,-0.00046002727355059207,0.314256001366641,0.314256001366641,0.3158885909613845,0.3158885909613845,3463.679699338983,3463.679699338983,3104.5099884954143,3104.5099884954143,0.0,0.0,False
0.34,5.121045716403593,15.079522497723147,0.38157724597508674,0.00020154075600640854,-0.0007381567907509812,-0.00017364688030865424,0.3142511516195181,0.3142511516195181,0.3158935184073815,0.3158935184073815,3464.7466437060193,3464.7466437060193,3103.425950376073,3103.425950376073,0.0,0.0,False
0.35,5.271852602350285,15.08185465381937,0.38157907351256043,0.00016399130829066505,-0.0007385921598814303,8.128153262878892e-05,0.31424613596012896,0.31424613596012896,0.31589845589527776,0.31589845589527776,3465.8500887716327,3465.8500887716327,3102.3397030388955,3102.3397030388955,0.0,0.0,False
0.36,5.422682808711863,15.084186579501582,0.38158052719665064,0.00012685894765030017,-0.0007366373132105229,0.0003043827614604552,0.3142410517155405,0.3142410517155405,0.3159033182986009,0.3159033182986009,3466.9686225810915,3466.9686225810915,3101.2699743078033,3101.2699743078033,0.0,0.0,False
0.37,5.5735363331493275,15.086518267910895,0.38158161378499683,9.065293152801774e-05,-0.0007326100259716898,0.0004958439893091344,0.31423598597744284,0.31423598597744284,0.315908032210185,0.315908032210185,3468.0830849625777,3468.0830849625777,3100.2329137593065,3100.2329137593065,0.0,0.0,False
0.38,5.724413173258604,15.088849712902736,0.38158234487718007,5.583166040428391e-05,-0.0007268236833468574,0.0006563442959700464,0.314231015430605,0.314231015430605,0.3159125357484173,0.3159125357484173,3469.1766052669036,3469.1766052669036,3099.2421353481923,3099.2421353481923,0.0,0.0,False
0.39,5.875313326577959,15.091180909093856,0.381582736386417,2.279894631394541e-05,-0.0007195827125875879,0.0007869846101927552,0.31422620636604387,0.31422620636604387,0.3159167781920767,0.3159167781920767,3470.234599470352,3470.234599470352,3098.30879774313,3098.30879774313,0.0,0.0,False
0.4,6.02623679059575,15.093511851892156,0.381582807980316,-8.098453500028174e-06,-0.0007111787087730843,0.0008892191991779437,0.31422161485648337,0.31422161485648337,0.3159207194714022,0.3159207194714022,3471.2447315736626,3471.2447315736626,3097.441716291517,3097.441716291517,0.0,0.0,False
0.41,6.177183562758445,15.095842537510398,0.3815825825030077,-3.657210878221029e-05,-0.0007018872340225642,0.0009647896310699453,0.31421728707179264,0.31421728707179264,0.315924329541778,0.315924329541778,3472.1968442056227,3472.1968442056227,3096.64750080884,3096.64750080884,0.0,0.0,False
0.42,6.328153640478658,15.098172962965005,0.3815820853901696,-6.239208035032037e-05,-0.0006919652614021534,0.001015661991050207,0.31421325971268693,0.31421325971268693,0.3159275876649676,0.3159275876649676,3473.0828632088783,3473.0828632088783,3095.9307137071337,3095.9307137071337,0.0,0.0,False
0.43,6.479147021143134,15.100503126061298,0.38158134408754985,-8.538607338334187e-05,-0.0006816492277093662,0.0010439679831195485,0.31420956054183546,0.31420956054183546,0.31593048162124576,0.31593048162124576,3473.8966807962015,3473.8966807962015,3095.2940433259355,3095.2940433259355,0.0,0.0,False
0.44,6.6301637021205,15.102833025366657,0.3815803874825746,-0.00010543768551573351,-0.0006711536537056849,0.0010519504094836792,0.314206208992557,0.314206208992557,0.31593300687406434,0.31593300687406434,3474.6340216374583,3474.6340216374583,3094.7384877058494,3094.7384877058494,0.0,0.0,False
0.45,6.7812036807687255,15.105162660173129,0.3815792453575381,-0.00012248386106246615,-0.0006606702861106765,0.0010419133886779403,0.31420321683646263,0.31420321683646263,0.31593516570705393,0.31593516570705393,3475.292295978225,3475.292295978225,3094.263544448138,3094.263544448138,0.0,0.0,False
0.46,6.932266954442128,15.10749203045105,0.38157794787174276,-0.00013651166606361487,-0.0006503677126715497,0.001016177552946871,0.3142005888926933,0.3142005888926933,0.3159369663512281,0.3159369663512281,3475.870443607475,3475.870443607475,3093.867402729824,3093.867402729824,0.0,0.0,False
0.47,7.0833535204979015,15.109821136795318,0.3815765250788024,-0.0001475544999670001,-0.0006403913997755349,0.0009770403554935207,0.31419832376279333,0.31419832376279333,0.3159384221182684,0.3159384221182684,3476.368772185471,3476.368772185471,3093.5471339809574,3093.5471339809574,0.0,0.0,False
0.48,7.234463376302065,15.11214998036582,0.3815750064841659,-0.0001556878588138872,-0.0006308641012696534,0.0009267415194180532,0.31419641457672715,0.31419641457672715,0.31593955055373724,0.31593955055373724,3476.7887931200316,3476.7887931200316,3093.2988781778113,3093.2988781778113,0.0,0.0,False
0.49,7.385596519234794,15.11447856282363,0.3815734206467827,-0.00016102476192300676,-0.0006218865872810149,0.0008674335727184218,0.3141948497370734,0.3141948497370734,0.3159403726220553,0.3159403726220553,3477.133057843855,3477.133057843855,3093.118023147833,3093.118023147833,0.0,0.0,False
0.5,7.536752946695107,15.116806886264337,0.3815717948277342,-0.00016371094950311504,-0.0006135386427767631,0.0008011573376733873,0.3141936136499754,0.3141936136499754,0.3159409119331099,0.3159409119331099,3477.4049970054175,3477.4049970054175,3092.9993747158223,3092.9993747158223,0.0,0.0,False
0.51,7.687932656104867,15.11913495314998,0.3815701546876098,-0.00016391995260358393,-0.0006058802872528206,0.0007298221781419161,0.3141926874329788,0.3141926874329788,0.31594119401845805,0.31594119401845805,3477.6087647446698,3477.6087647446698,3092.9373159392326,3092.9373159392326,0.0,0.0,False
0.52,7.839135644912098,15.121462766240754,0.3815685240334247,-0.00016184812958726033,-0.0005989531691832538,0.0006551907545080696,0.31419204959140395,0.31419204959140395,0.31594124566329235,0.31594124566329235,3477.7490898911333,3477.7490898911333,3092.925954075687,3092.925954075687,0.0,0.0,False
0.53,7.9903619105936485,15.123790328527754,0.3815669246149796,-0.00015770975513257137,-0.0005927820915897054,0.0005788679927292183,0.31419167665637904,0.31419167665637904,0.31594109429864464,0.31594109429864464,3477.8311355966152,3477.8311355966152,3092.9592542981823,3092.9592542981823,0.0,0.0,False
0.54,8.141611450657152,15.12611764316766,0.3815653759697414,-0.0001517322388845848,-0.0005873766282002543,0.0005022939406607429,0.31419154377906733,0.31419154377906733,0.3159407674567493,0.3159407674567493,3477.860368605191,3477.860368605191,3093.031159515154,3093.031159515154,0.0,0.0,False
0.55,8.292884262642374,15.128444713420429,0.381563895314604,-0.00014415154151017895,-0.0005827327930626059,0.00042674016086860104,0.31419162527695055,0.31419162527695055,0.3159402922910695,0.3159402922910695,3477.842439070883,3477.842439070883,3093.1356959647105,3093.1356959647105,0.0,0.0,False
0.56,8.444180344121953,15.130771542590589,0.3815624974822546,-0.00013520784628027647,-0.0005788347300680973,0.0003533092937710995,0.3141918951292665,0.3141918951292665,0.31593969516121845,0.31593969516121845,3477.783071561377,3477.783071561377,3093.267064531945,3093.267064531945,0.0,0.0,False
0.57,8.595499692701564,15.133098133972897,0.3815611948993412,-0.0001251415346008733,-0.0005756563925485554,0.00028293741739164174,0.3141923274198368,0.3141923274198368,0.3159390012818915,0.3159390012818915,3477.6879676359017,3477.6879676359017,3093.419717983872,3093.419717983872,0.0,0.0,False
0.58,8.746842306019582,15.135424490802798,0.38155999760319803,-0.00011418950432134102,-0.0005731631868535554,0.00021639882943587615,0.31419289672654943,0.31419289672654943,0.31593823443394936,0.31593823443394936,3477.5627201591287,3477.5627201591287,3093.588424531144,3093.588424531144,0.0,0.0,False
0.59,8.89820818174624,15.137750616212102,0.38155891329354963,-0.00010258186031035189,-0.0005713135575353032,0.00015431288300046694,0.31419357845767937,0.31419357845767937,0.3159374167349765,0.3159374167349765,3477.4127393105423,3477.4127393105423,3093.7683183051745,3093.7683183051745,0.0,0.0,False
0.6,9.04959731758241,15.140076513190118,0.3815579474153566,-9.053899785148596e-05,-0.000570060495404799,9.715251813915596e-05,0.314194349136042,0.314194349136042,0.31593656846596185,0.31593656846596185,3477.2431900707647,3477.2431900707647,3093.954937488396,3093.954937488396,0.0,0.0,False
0.61,9.201009711258008,15.142402184550372,0.38155710326881037,-7.826909098130729e-05,-0.0005693529532269676,4.52541469394067e-05,0.3141951866326684,0.3141951866326684,0.31593570795020764,0.31593570795020764,3477.0589408129604,3477.0589408129604,3094.1442509543217,3094.1442509543217,0.0,0.0,False
0.62,9.352445360530087,15.14472763290295,0.3815563821423987,-6.596599006356479e-05,-0.000569137157152956,-1.1714310923383791e-06,0.3141960703522824,0.3141960703522824,0.3159348514801697,0.3159348514801697,3476.8645224978713,3476.8645224978713,3094.33267436267,3094.33267436267,0.0,0.0,False
0.63,9.50390426318069,15.147052860632447,0.3815557834649578,-5.3807525749123336e-05,-0.0005693578051114949,-4.202738444273335e-05,0.3141969813733425,0.3141969813733425,0.31593401328764187,0.31593401328764187,3476.6640978646515,3476.6640978646515,3094.5170767187924,3094.5170767187924,0.0,0.0,False
0.64,9.6553864170145,15.149377869881324,0.3815553049726907,-4.195421005246115e-05,-0.0005699591462721633,-7.731875256694163e-05,0.31419790254579355,0.31419790254579355,0.3159332055525257,0.3159332055525257,3476.4614399254224,3476.4614399254224,3094.6947784443523,3094.6947784443523,0.0,0.0,False
0.65,9.806891819856371,15.151702662538453,0.38155494288724695,-3.0548319626513915e-05,-0.0005708859383325417,-0.00010714014728011965,0.31419881854996573,0.31419881854996573,0.31593243844535307,0.31593243844535307,3476.2599190075425,3476.2599190075425,3094.863542022328,3094.863542022328,0.0,0.0,False
0.66,9.958420469548752,15.15402724023263,0.3815546921011413,-1.9713341460472997e-05,-0.0005720842817559408,-0.00013166347654180945,0.3141997159202564,0.3141997159202564,0.3159317201987432,0.3159317201987432,3476.0624975435917,3476.0624975435917,3095.021556276496,3095.021556276496,0.0,0.0,False
0.67,10.109972363949067,15.1563516043306,0.3815545463669999,-9.553757157245616e-06,-0.0005735023321898509,-0.00015112588731930405,0.3142005830373526,0.3142005830373526,0.3159310572030777,0.3159310572030777,3475.8717317824317,3475.8717317824317,3095.1674153229137,3095.1674153229137,0.0,0.0,False
0.68,10.261547500927097,15.158675755939345,0.3815544984873829,-1.5513866496154145e-07,-0.0005750908941258377,-0.00016581809701664055,0.31420141009279895,0.31420141009279895,0.31593045412183385,0.31593045412183385,3475.6897795842347,3475.6897795842347,3095.3000931965566,3095.3000931965566,0.0,0.0,False
0.69,10.41314587836243,15.16099969591212,0.3815545405022153,8.41547418611224e-06,-0.0005768039004224659,-0.00017607325626799544,0.3142021890297011,0.3142021890297011,0.31592991402224113,0.31592991402224113,3475.5184134657625,3475.5184134657625,3095.4189151069545,3095.4189151069545,0.0,0.0,False
0.7,10.56476749414194,15.163323424857829,0.38155466387116443,1.6108945783734254e-05,-0.000578598783610921,-0.00018225646009275296,0.31420291346327706,0.31420291346327706,0.3159294385171912,0.3159294385171912,3475.359038079051,3475.359038079051,3095.5235262179426,3095.5235262179426,0.0,0.0,False
0.71,10.716412346157437,15.165646943153332,0.38155485964862024,2.2893199018252327e-05,-0.0005804367459488718,-0.0001847549998124471,0.31420357858484854,0.31420357858484854,0.3159290279146342,0.3159290279146342,3475.212711333324,3475.212711333324,3095.613858780485,3095.613858780485,0.0,0.0,False
0.72,10.868080432303389,15.167970250958147,0.3815551186492688,2.875218476921074e-05,-0.0005822829359951068,-0.0001839694249877666,0.314204181052698,0.314204181052698,0.3159286813710247,0.3159286813710247,3475.080168406447,3475.080168406447,3095.6900983745695,3095.6900983745695,0.0,0.0,False
0.73,11.019771750474849,15.170293348231176,0.3815554316025728,3.3684699494249644e-05,-0.0005841065400611844,-0.00018030546315021486,0.3142047188730179,0.3142047188730179,0.3159283970457265,0.3159283970457265,3474.961847936071,3474.961847936071,3095.752649940172,3095.752649940172,0.0,0.0,False
0.74,11.171486298565519,15.172616234748968,0.3815557892948041,3.770308318690671e-05,-0.0005858807972741476,-0.0001741668254261355,0.31420519127395624,0.31420519127395624,0.31592817225364667,0.31592817225364667,3474.8579197296303,3474.8579197296303,3095.8021041977368,3095.8021041977368,0.0,0.0,False
0.75,11.323224074466038,15.1749389101251,0.38155618269758684,4.0831828859438396e-05,-0.0005875829471748831,-0.000165948908386951,0.31420559857551306,0.31420559857551306,0.3159280036137242,0.3159280036137242,3474.768313387131,3474.768313387131,3095.8392049806803,3095.8392049806803,0.0,0.0,False
0.76,11.474985076062463,15.17726137383028,0.38155660308221867,4.310613321334125e-05,-0.0005891941187994,-0.00015603338666051402,0.3142059420577842,0.3142059420577842,0.31592788719126064,0.31592788719126064,3474.692747287483,3474.692747287483,3095.8648179226634,3095.8648179226634,0.0,0.0,False
