t,x,vx,z_s,vz_s,pitch,pitch_rate,z_u_FL,z_u_FR,z_u_RL,z_u_RR,Fz_FL,Fz_FR,Fz_RL,Fz_RR,ground_FL,ground_RL,airborne
1.51,22.917276136961885,15.306883573903253,0.7560615525098746,2.885666896024475,-0.24384320818611058,-0.6832057621260818,1.0137783793892368,1.0137783793892368,0.46676805063433435,0.46676805063433435,0.0,0.0,13909.559237475085,13909.559237475085,0.6,0.19999331989558472,False
1.52,23.07034821458957,15.307537775980206,0.7854547792056495,2.9932475524905198,-0.24964801410679263,-0.47775481204468645,1.0383875652065933,1.0383875652065933,0.5021116366754941,0.5021116366754941,0.0,0.0,13755.601979947236,13755.601979947236,0.6,0.23463710022070877,False
1.53,23.223427111247634,15.308257561506876,0.8159244665861003,3.100218656500657,-0.2534051501092317,-0.2743525347992982,1.0629686427248104,1.0629686427248104,0.5396221319338853,0.5396221319338853,0.0,0.0,13332.864571990536,13332.864571990536,0.0,0.27022606180656955,False
1.54,23.376513786531554,15.309103820134847,0.8474383295721263,3.2006642106920915,-0.2551591184808039,-0.07842531747863597,1.0874085225062986,1.0874085225062986,0.5788138737323208,0.5788138737323208,0.0,0.0,12635.224481967745,12635.224481967745,0.0,0.3062467122867197,False
1.55,23.529609841393928,15.310146569245928,0.8798977303554097,3.2891016589542947,-0.25501515193632446,0.10504981323230234,1.1116055911685347,1.1116055911685347,0.6194759617485728,0.6194759617485728,0.0,0.0,11594.746681866432,11594.746681866432,0.0,0.34217935575705655,False
1.56,23.682717634437385,15.311463685319044,0.913172610563998,3.363164018612527,-0.253106396288255,0.27399634403684536,1.1354703767476366,1.1354703767476366,0.6609944211211316,0.6609944211211316,0.0,0.0,10232.45429011874,10232.45429011874,0.0,0.3775055769853077,False
1.57,23.83584024164169,15.313117940439552,0.9471000991340338,3.418972369691357,-0.24959538267717143,0.4249138069231776,1.1589242175524055,1.1589242175524055,0.7024218350464096,0.7024218350464096,0.0,0.0,8644.637367181907,8644.637367181907,0.0,0.41171564126087284,False
1.58,23.988981250215232,15.315148557156125,0.9814795369232396,3.4530659544845546,-0.24467871303389138,0.5546921093687261,1.18189907778106,1.18189907778106,0.742793426362997,0.742793426362997,0.0,0.0,6934.902341453628,6934.902341453628,0.0,0.4443157097332407,False
1.59,24.142144528070922,15.317573223818872,1.0160812512699318,3.463150365760279,-0.2385788762675152,0.6613076698196225,1.204337242235613,1.204337242235613,0.7812580366273797,0.7812580366273797,0.0,0.0,5186.891892335568,5186.891892335568,0.0,0.47483481795617766,False
1.6,24.295334034585288,15.320393505020057,1.050658754436393,3.448129867779871,-0.23153290238654667,0.7438500318248163,1.2261906434638115,1.2261906434638115,0.8171085734119795,0.8171085734119795,0.0,0.0,3459.054767222736,3459.054767222736,0.0,0.5028315496266283,False
1.61,24.448553686878572,15.323600177668979,1.084959632644807,3.4078624992506468,-0.22378226848197888,0.8022909387150079,1.2474199915187552,1.2474199915187552,0.8497687366253786,0.8497687366253786,0.0,0.0,1788.9492154882626,1788.9492154882626,0.0,0.527900323968507,False
1.62,24.601807279392162,15.327180146406176,1.1187192518528293,3.3389441443741954,-0.21557887535736195,0.8335473132985208,1.2679941503753183,1.2679941503753183,0.8789845643560191,0.8789845643560191,0.0,0.0,152.3822385464224,152.3822385464224,0.0,0.5496772108948665,False
1.63,24.755079321272696,15.32685094372068,1.1516496979208053,3.2440888186567456,-0.20719529884450918,0.8402697595985126,1.28789102997929,1.28789102997929,0.9054735936602099,0.9054735936602099,0.0,0.0,0.0,0.0,0.0,0.5678431587124368,True
1.64,24.908344109605032,15.326106734790818,1.1835659674868324,3.1382683548813506,-0.19880709783054867,0.8364867745859563,1.3070931711681715,1.3070931711681715,0.9311868137049003,0.9311868137049003,0.0,0.0,0.0,0.0,0.0,0.582131830033526,True
1.65,25.061601456209413,15.325362598128903,1.214406100102728,3.0296007706689245,-0.19047491790293272,0.8297509665616423,1.3255800580469397,1.3255800580469397,0.9571083477391251,0.9571083477391251,0.0,0.0,0.0,0.0,0.0,0.5923369874424524,True
1.66,25.214851361808474,15.324618533724415,1.2441578021592894,2.9208240462621005,-0.18221328711820692,0.8226021284498166,1.34332781584124,1.34332781584124,0.983455458130066,0.983455458130066,0.0,0.0,0.0,0.0,0.0,0.5983115563545837,True
1.67,25.368093827124724,15.323874541566823,1.272825149496387,2.8127989569016587,-0.17402149297325825,0.815850792362542,1.3603117874193147,1.3603117874193147,1.010192114720086,1.010192114720086,0.0,0.0,0.0,0.0,0.0,0.6,True
1.68,25.5213288528806,15.323130621645607,1.3004170178209469,2.7057385205671314,-0.1658941954639884,0.8097164745870179,1.3765083453574183,1.3765083453574183,1.0372066250015781,1.0372066250015781,0.0,0.0,0.0,0.0,0.0,0.6,True
1.69,25.67455643979839,15.322386773950248,1.3269431272049552,2.5996383567974477,-0.15782502786593267,0.8042210662304263,1.3918957312844786,1.3918957312844786,1.0643721207933112,1.0643721207933112,0.0,0.0,0.0,0.0,0.0,0.6,True
1.7,25.82777658860032,15.321642998470226,1.3524127479205759,2.4944266730049818,-0.14980777742613707,0.7993242393947027,1.406454309983244,1.406454309983244,1.091566371004441,1.091566371004441,0.0,0.0,0.0,0.0,0.0,0.0,True
1.71,25.980989300008478,15.320899295195034,1.3768343301796042,2.39001593421572,-0.14183673582093864,0.7949696009147813,1.4201665415976799,1.4201665415976799,1.118677561134819,1.118677561134819,0.0,0.0,0.0,0.0,0.0,0.0,True
1.72,26.134194574744875,15.320155664114145,1.4002154488810679,2.286320118045218,-0.13390676899192175,0.7911000334708477,1.433016838290041,1.433016838290041,1.1456053095728336,1.1456053095728336,0.0,0.0,0.0,0.0,0.0,0.0,True
1.73,26.28739241353137,15.319412105217053,1.4225628505777688,2.1832599817301683,-0.12601329579967246,0.7876624482671738,1.4449913843665396,1.4449913843665396,1.1722601371865404,1.1722601371865404,0.0,0.0,0.0,0.0,0.0,0.0,True
1.74,26.44058281708978,15.31866861849325,1.4438825288609152,2.0807642069823764,-0.11815224034763325,0.7846089395665828,1.4560779540258324,1.4560779540258324,1.1985624983139178,1.1985624983139178,0.0,0.0,0.0,0.0,0.0,0.0,True
1.75,26.59376578614178,15.317925203932225,1.464179803077285,1.9787691759427257,-0.11031997980203503,0.7818967515108234,1.466265740069002,1.466265740069002,1.2244417478959202,1.2244417478959202,0.0,0.0,0.0,0.0,0.0,0.0,True
1.76,26.746941321408947,15.317181861523476,1.4834593923141672,1.8772183367476791,-0.1025132947241611,0.7794878840512672,1.4755451978637701,1.4755451978637701,1.2498351652234623,1.2498351652234623,0.0,0.0,0.0,0.0,0.0,0.0,True
1.77,26.90010942361273,15.316438591256496,1.501725482484255,1.7760614876203047,-0.09472932387323664,0.7773486179837436,1.4839079051430801,1.4839079051430801,1.2746870673156825,1.2746870673156825,0.0,0.0,0.0,0.0,0.0,0.0,True
1.78,27.053270093474502,15.315695393120787,1.518981786340175,1.6752540880257891,-0.08696552374447754,0.7754490507576772,1.4913464368051537,1.4913464368051537,1.2989480154942936,1.2989480154942936,0.0,0.0,0.0,0.0,0.0,0.0,True
1.79,27.20642333171553,15.314952267105845,1.5352315968838028,1.5747566287630095,-0.07921963256927782,0.7737626702617755,1.4978542534225534,1.4978542534225534,1.3225741093605048,1.3225741093605048,0.0,0.0,0.0,0.0,0.0,0.0,True
1.8,27.359569139056983,15.314209213201174,1.550477834799647,1.4745340666161384,-0.07148963836077539,0.7722659720454331,1.5034256020879182,1.5034256020879182,1.3455263599208709,1.3455263599208709,0.0,0.0,0.0,0.0,0.0,0.0,True
1.81,27.512707516219894,15.313466231396282,1.5647230905466782,1.3745553205898264,-0.06377375057539879,0.7709381183857249,1.5080554282864551,1.5080554282864551,1.3677701334603563,1.3677701334603563,0.0,0.0,0.0,0.0,0.0,0.0,True
1.82,27.665838463925205,15.312723321680672,1.5779696616980732,1.2747928242858648,-0.056070374989326044,0.7697606355789035,1.511739297594383,1.511739297594383,1.389274658337494,1.389274658337494,0.0,0.0,0.0,0.0,0.0,0.0,True
1.83,27.81896198289376,15.311980484043856,1.5902195860611361,1.1752221286084763,-0.04837809142747828,0.768717145488814,1.5144733261209389,1.5144733261209389,1.4100125876339322,1.4100125876339322,0.0,0.0,0.0,0.0,0.0,0.0,True
1.84,27.972078073846305,15.311237718475347,1.6014746710527887,1.0758215492955332,-0.040695634021605816,0.767793127577724,1.5162541187254517,1.5162541187254517,1.4299596113476811,1.4299596113476811,0.0,0.0,0.0,0.0,0.0,0.0,True
1.85,28.125186737503455,15.31049502496465,1.6117365197534381,0.9765718542729999,-0.033021873710105266,0.7669757079878542,1.5170787141457243,1.5170787141457243,1.449094112520113,1.449094112520113,0.0,0.0,0.0,0.0,0.0,0.0,True
1.86,28.278287974585748,15.30975240350128,1.6210065540146275,0.8774559863525928,-0.02535580272470351,0.7662534726042664,1.5169445362685798,1.5169445362685798,1.4673968623181612,1.4673968623181612,0.0,0.0,0.0,0.0,0.0,0.0,True
1.87,28.4313817858136,15.309009854074757,1.6292860349535643,0.7784588172840735,-0.017696520838108264,0.7656163013706371,1.5158493508581794,1.5158493508581794,1.4848507496563548,1.4848507496563548,0.0,0.0,0.0,0.0,0.0,0.0,True
1.88,28.584468171907332,15.308267376674598,1.6365760811300156,0.679566929619312,-0.010043223172439122,0.7650552214380201,1.5137912271334237,1.5137912271334237,1.5014405414437424,1.5014405414437424,0.0,0.0,0.0,0.0,0.0,0.0,True
1.89,28.737547133587146,15.307524971290325,1.6428776846676427,0.5807684232440119,-0.002395189391047687,0.7645622770021363,1.5107685036531826,1.5107685036531826,1.5171526699847284,1.5171526699847284,0.0,0.0,0.0,0.0,0.0,0.0,True
1.9,28.890618671573154,15.306782637911464,1.6481917255522345,0.4820527437878898,0.0052482258834673536,0.7641304139293162,1.506779758028195,1.506779758028195,1.531975044456508,1.531975044456508,0.0,0.0,0.0,0.0,0.0,0.0,True
1.91,29.043682786585357,15.306040376527534,1.6525189843130048,0.3834105304392718,0.012887601564351371,0.7637533774879947,1.501823780031939,1.501823780031939,1.5458968837348066,1.5458968837348066,0.0,0.0,0.0,0.0,0.0,0.0,True
1.92,29.196739479343655,15.305298187128068,1.6558601532698078,0.28483348096978006,0.02052345763234079,0.7634256216946733,1.4958995477303572,1.4958995477303572,1.5589085681490116,1.5589085681490116,0.0,0.0,0.0,0.0,0.0,0.0,True
1.93,29.349788750567836,15.30455606970259,1.6582158465084436,0.18631423202289885,0.028156261813272056,0.7631422289532889,1.4890062062926483,1.4890062062926483,1.5710015080220594,1.5710015080220594,0.0,0.0,0.0,0.0,0.0,0.0,True
1.94,29.502830600977592,15.30381402424063,1.659586608727893,0.08784625294028478,0.0357864354986164,0.7628988388175236,1.4811430491829791,1.4811430491829791,1.5821680270935885,1.5821680270935885,0.0,0.0,0.0,0.0,0.0,0.0,True
1.95,29.655865031292493,15.303072050731727,1.6599729230870506,-0.010576248405109078,0.04341435899487965,0.7626915848389477,1.4723095014664356,1.4723095014664356,1.5924012591404093,1.5924012591404093,0.0,0.0,0.0,0.0,0.0,0.0,True
1.96,29.808892042232028,15.302330149165417,1.6593752181640964,-0.10895840912690506,0.05104037617803806,0.7625170385820051,1.4625051049923075,1.4625051049923075,1.6016950562994494,1.6016950562994494,0.0,0.0,0.0,0.0,0.0,0.0,True
1.97,29.961911634515577,15.30158831953123,1.6577938741288605,-0.20730478539842706,0.05866479862052464,0.7623721599914846,1.4517295052442427,1.4517295052442427,1.6100439077677413,1.6100439077677413,0.0,0.0,0.0,0.0,0.0,0.0,True
1.98,30.114923808862397,15.300846561818709,1.6552292282171743,-0.3056194181491535,0.06628790925060998,0.7622542533908035,1.4399824396703311,1.4399824396703311,1.6174428677042278,1.6174428677042278,0.0,0.0,0.0,0.0,0.0,0.0,True
1.99,30.26792856599166,15.300104876017388,1.651681579586147,-0.4039058913317836,0.0739099655972234,0.7621609284715462,1.4272637273270803,1.4272637273270803,1.6238874912913275,1.6238874912913275,0.0,0.0,0.0,0.0,0.0,0.0,True
2.0,30.420925906622422,15.299363262116815,1.647151193620379,-0.5021673836000828,0.08153120266723611,0.7620900657074412,1.4135732596898074,1.4135732596898074,1.6293737780322641,1.6293737780322641,0.0,0.0,0.0,0.0,0.0,0.0,True
2.01,30.57391583147364,15.298621720106542,1.6416383057512,-0.6004067141426609,0.08915183549688831,0.7620397856904235,1.3989109924984837,1.3989109924984837,1.6338981214648631,1.6338981214648631,0.0,0.0,0.0,0.0,0.0,0.0,True
2.02,30.726898341264157,15.297880249976112,1.6351431248439996,-0.6986263833335614,0.09677206141431009,0.7620084219435403,1.3832769385227306,1.3832769385227306,1.6374572645653112,1.6374572645653112,0.0,0.0,0.0,0.0,0.0,0.0,True
2.03,30.879873436712728,15.297138851715067,1.6276658362025052,-0.7968286087858185,0.10439206204589176,0.7619944968160669,1.366671161142692,1.366671161142692,1.6400482601976911,1.6400482601976911,0.0,0.0,0.0,0.0,0.0,0.0,True
2.04,31.032841118537988,15.296397525312965,1.6192066042333109,-0.8950153573278421,0.11201200509554168,0.7619967001110417,1.3490937686540752,1.3490937686540752,1.6416684360380553,1.6416684360380553,0.0,0.0,0.0,0.0,0.0,0.0,True
2.05,31.185801387458476,15.29565627075936,1.609765574809086,-0.9931883733636987,0.11963204592257454,0.7620138701351794,1.3305449092159451,1.3305449092159451,1.642315363466512,1.642315363466512,0.0,0.0,0.0,0.0,0.0,0.0,True
2.06,31.33875424419263,15.294915088043807,1.5993428773645395,-1.0913492040262291,0.1272523289410515,0.7620449768963308,1.3110247663689805,1.3110247663689805,1.641986829978149,1.641986829978149,0.0,0.0,0.0,0.0,0.0,0.0,True
2.07,31.49169968945877,15.29417397715586,1.5879386267553581,-1.1894992214856848,0.13487298886080615,0.7620891072048813,1.2905335550599981,1.2905335550599981,1.6406808147145093,1.6406808147145093,0.0,0.0,0.0,0.0,0.0,0.0,True
2.08,31.644637723975126,15.293432938085077,1.575552924906924,-1.2876396427355563,0.14249415178809333,0.7621454514631386,1.2690715181157894,1.2690715181157894,1.6383954667624077,1.6383954667624077,0.0,0.0,0.0,0.0,0.0,0.0,True
2.09,31.797568348459826,15.292691970821027,1.5621858622765876,-1.3857715471408911,0.1501159362017647,0.7622132919512778,1.246638923115667,1.246638923115667,1.635129085906902,1.635129085906902,0.0,0.0,0.0,0.0,0.0,0.0,True
2.1,31.950491563630873,15.291951075353264,1.5478375191505764,-1.4838958920021337,0.1577384538190713,0.7622919924401435,1.2232360596178322,1.2232360596178322,1.630880105560663,1.630880105560663,0.0,0.0,0.0,0.0,0.0,0.0,True
2.11,32.10340737020618,15.291210251671362,1.5325079667942416,-1.5820135263588997,0.165361810363594,0.7623809889804742,1.1988632366997056,1.1988632366997056,1.625647077623462,1.625647077623462,0.0,0.0,0.0,0.0,0.0,0.0,True
2.12,32.25631576890353,15.290469499764884,1.5161972684722278,-1.6801252032327358,0.17298610624638586,0.762479781735181,1.1735207807768353,1.1735207807768353,1.619428659053358,1.619428659053358,0.0,0.0,0.0,0.0,0.0,0.0,True
2.13,32.40921676044066,15.289728819623395,1.4989054803532784,-1.7782315904853796,0.18061143717015457,0.7625879277364467,1.147209033668993,1.147209033668993,1.6122235999559071,1.6122235999559071,0.0,0.0,0.0,0.0,0.0,0.0,True
2.14,32.562110345535174,15.288988211236477,1.4806330678757942,-1.8762489768352157,0.18823754984006996,0.7626351815884549,1.1199225236460961,1.1199225236460961,1.604030721489189,1.604030721489189,0.0,0.0,0.0,0.0,0.0,0.0,True
2.15,32.71499652490454,15.288247674593697,1.4613805242700189,-1.9742586215070392,0.1958641627791808,0.7626884583753869,1.0916553486231992,1.0916553486231992,1.5948488889617267,1.5948488889617267,0.0,0.0,0.0,0.0,0.0,0.0,True
2.16,32.867875299266174,15.287507209684629,1.441147917100204,-2.072261765465574,0.20349133929916485,0.7627478267130663,1.0624075086003024,1.0624075086003024,1.5846770533496206,1.5846770533496206,0.0,0.0,0.0,0.0,0.0,0.0,True
2.17,33.020746669337335,15.286766816498858,1.4199353092791152,-2.170258811587035,0.21111913835298513,0.7628129090827803,1.0321790035774054,1.0321790035774054,1.5735142378493916,1.5735142378493916,0.0,0.0,0.0,0.0,0.0,0.0,True
2.18,33.17361063583522,15.286026495025956,1.3977427600915642,-2.268250089261506,0.21874761549399657,0.762883396826643,1.0009698335545085,1.0009698335545085,1.5613595219863443,1.5613595219863443,0.0,0.0,0.0,0.0,0.0,0.0,True
2.19,33.32646719947687,15.285286245255506,1.3745703257762216,-2.3662358810760145,0.22637682342114257,0.7629590251439886,0.9687799985316117,0.9687799985316117,1.5482120325811066,1.5482120325811066,0.0,0.0,0.0,0.0,0.0,0.0,True
2.2,33.4793163609793,15.284546067177093,1.3504180599281028,-2.4642164345092064,0.23400681235610443,0.7630395621327669,0.9356094985087148,0.9356094985087148,1.5340709375005583,1.5340709375005583,0.0,0.0,0.0,0.0,0.0,0.0,True
2.21,33.632158121059355,15.283805960780303,1.3252860138159512,-2.5621919681355663,0.24163763034071087,0.7631248029758305,0.901458333485818,0.901458333485818,1.518935440729992,1.518935440729992,0.0,0.0,0.0,0.0,0.0,0.0,True
2.22,33.7849924804338,15.283065926054721,1.2991742366499037,-2.6601626756766987,0.2492693234877551,0.7632145661446399,0.8663265034629213,0.8663265034629213,1.5028047782172795,1.5028047782172795,0.0,0.0,0.0,0.0,0.0,0.0,True
2.23,33.93781943981931,15.28232596298994,1.272082775814023,-2.758128729089083,0.2569019361988908,0.7633086905058581,0.8302140084400246,0.8302140084400246,1.4856782142625031,1.4856782142625031,0.0,0.0,0.0,0.0,0.0,0.0,True
2.24,34.09063899993243,15.281586071575553,1.2440116770707923,-2.8560902811266646,0.26453551135625675,0.7634070329200544,0.7931208484171276,0.7931208484171276,1.4675550383429008,1.4675550383429008,0.0,0.0,0.0,0.0,0.0,0.0,True
2.25,34.243451161489624,15.280846251801151,1.2149609847418317,-2.954047467552397,0.27217009049181784,0.7635094661693538,0.7550470233942309,0.7550470233942309,1.4484345623070052,1.4484345623070052,0.0,0.0,0.0,0.0,0.0,0.0,True
2.26,34.39625592520725,15.280106503656326,1.1849307418679018,-3.0520004090784214,0.27980571393729925,0.7636158771393801,0.7159925333713341,0.7159925333713341,1.4283161178903632,1.4283161178903632,0.0,0.0,0.0,0.0,0.0,0.0,True
2.27,34.549053291801535,15.279366827130685,1.1539209903506722,-3.149949213079488,0.28744242095702965,0.7637261652136748,0.6759573783484375,0.6759573783484375,1.4071990545144288,1.4071990545144288,0.0,0.0,0.0,0.0,0.0,0.0,True
2.28,34.701843261988586,15.278627222213824,1.1219317710783547,-3.2478939751101317,0.29508024986566866,0.7638402408520187,0.6349415583255408,0.6349415583255408,1.3850827373359147,1.3850827373359147,0.0,0.0,0.0,0.0,0.0,0.0,True
2.29,34.85462583648447,15.277887688895337,1.0889631240370463,-3.3458347802494823,0.30271923813254215,0.7639580243302617,0.5929450733026442,0.5929450733026442,1.361966545518038,1.361966545518038,0.0,0.0,0.0,0.0,0.0,0.0,True
2.3,35.00740101600512,15.277148227164833,1.0550150884094043,-3.4437717042938103,0.3103594224741035,0.7640794446228415,0.5499679232797474,0.5499679232797474,1.3378498706985105,1.3378498706985105,0.0,0.0,0.0,0.0,0.0,0.0,True
2.31,35.160168801266366,15.276408837011921,1.0200877026620765,-3.5417048148142216,0.31800083893586517,0.7642044384116566,0.5060101082568508,0.5060101082568508,1.312732115632,1.312732115632,0.0,0.0,0.0,0.0,0.0,0.0,True
2.32,35.31292919298392,15.275669518426207,0.9841810046231704,-3.63963417209484,0.32564352296498955,0.7643329492069362,0.46107162823395414,0.46107162823395414,1.286612692987355,1.286612692987355,0.0,0.0,0.0,0.0,0.0,0.0,True
2.33,35.46568219187342,15.2749302713973,0.9472950315508799,-3.7375598299650155,0.33328750947459546,0.7644649265674132,0.4151524832110576,0.4151524832110576,1.2594910242821005,1.2594910242821005,0.0,0.0,0.0,0.0,0.0,0.0,True
2.34,35.61842779865038,15.274191095914812,0.9094298201942663,-3.835481836537552,0.3409328329007151,0.7646003254085595,0.3682526731881611,0.3682526731881611,1.2313665389387034,1.2313665389387034,0.0,0.0,0.0,0.0,0.0,0.0,True
2.35,35.771165982159495,15.273404091852566,0.8705854068470853,-3.9334002348635893,0.34857952725273234,0.7647391053889258,0.3204055866548021,0.3204055866548021,1.2022386734488577,1.2022386734488577,2110.7709359435366,2110.7709359435366,0.0,0.0,0.0,0.0,False
2.36,35.923890126189875,15.271072416996063,0.8307736854555249,-4.015961269523923,0.3562177528252174,0.7520994995962269,0.2783768996037106,0.2783768996037106,1.172106837881847,1.172106837881847,11357.082087183673,11357.082087183673,0.0,0.0,0.0,0.0,False
2.37,36.0765816487613,15.266998854077203,0.7907951155757803,-3.9639903962983483,0.363182207658797,0.6277456885190907,0.25040262897100674,0.25040262897100674,1.1409584553509993,1.1409584553509993,17511.42162637852,17511.42162637852,0.0,0.0,0.0,0.0,False
2.38,36.22922652624746,15.261849740371,0.751796051910738,-3.8224702305778573,0.3685224719940214,0.42925075307679195,0.2351098410564807,0.2351098410564807,1.108754698878899,1.108754698878899,20875.83496757425,20875.83496757425,0.0,0.0,0.0,0.0,False
2.39,36.38181699027688,15.2561982033542,0.7145611960388732,-3.616444261216365,0.3715888033529298,0.17734632007050033,0.22964950601098427,0.22964950601098427,1.075461640588415,1.075461640588415,22077.108677583463,22077.108677583463,0.0,0.0,0.0,0.0,False
2.4,36.534350155008894,15.250440140293831,0.6795770941493421,-3.377185791835143,0.37197846557467035,-0.10204768203460365,0.23023582614919474,0.23023582614919474,1.0410571033361204,1.0410571033361204,21948.11824717716,21948.11824717716,0.0,0.0,0.0,0.0,False
2.41,36.68682619420717,15.244798440178604,0.6470445006671021,-3.1294998149787228,0.3695257257169844,-0.38834425832948394,0.23388422859757627,0.23388422859757627,1.0055280723444082,1.0055280723444082,21145.469708533226,21145.469708533226,0.0,0.0,0.0,0.0,False
2.42,36.8392468628119,15.239376342788557,0.6169621956070094,-2.889034385568297,0.3642326783365821,-0.6685183406839573,0.23878760283705483,0.23878760283705483,0.9688650881321461,0.9688650881321461,20066.727375847942,20066.727375847942,0.0,0.0,0.0,0.0,False
2.43,36.99161458279463,15.234211947510019,0.5892114270861813,-2.6644672487977314,0.35619946678364367,-0.9353077398236422,0.24409207157093016,0.24409207157093016,0.9310573610752672,0.9310573610752672,18899.74425439537,18899.74425439537,0.0,0.0,0.0,0.0,False
2.44,37.143932019781886,15.229324642014804,0.5635805640968502,-2.4660941623804633,0.3456039722635535,-1.1801054861683276,0.24999594590012003,0.24999594590012003,0.8920908120088848,0.8920908120088848,17600.891901973595,17600.891901973595,0.0,0.0,0.0,0.0,False
2.45,37.29620215656314,15.224761591441695,0.5398096850456822,-2.2919396646488472,0.33266452965991716,-1.4045343248515374,0.2570451829829861,0.2570451829829861,0.851949340179803,0.851949340179803,16050.059743743057,16050.059743743057,0.0,0.0,0.0,0.0,False
2.46,37.44842850597033,15.220573835162487,0.5176631371831807,-2.141427277880868,0.31757950635109444,-1.6090549463205943,0.2648911688738818,0.2648911688738818,0.8106146780445559,0.8106146780445559,14323.942847746006,14323.942847746006,0.0,0.0,0.0,0.0,False
2.47,37.60061496745974,15.216785257520172,0.4968974711903321,-2.015983144064569,0.3005537942853806,-1.7924944363280957,0.27288964164283386,0.27288964164283386,0.7680682906373094,0.7680682906373094,12564.278838576554,12564.278838576554,0.0,0.0,0.0,0.0,False
2.48,37.75276552016295,15.213388604546639,0.4772574462632729,-1.91629603463886,0.28180178979557824,-1.9543256860635787,0.28047559286788815,0.28047559286788815,0.724294425700613,0.724294425700613,10895.369569064611,10895.369569064611,0.0,0.0,0.0,0.0,False
2.49,37.90488394511644,15.210353187771572,0.45848806538371084,-1.8416122440926321,0.26153711643593547,-2.095241510977677,0.2872832014086166,0.2872832014086166,0.6792823285166147,0.6792823285166147,9397.695690104358,9397.695690104358,0.0,0.0,0.0,0.0,False
2.5,38.05697364208108,15.20763507801183,0.44034841506098277,-1.7899394633991668,0.23996097900052646,-2.2169721071549455,0.29314241284500436,0.29314241284500436,0.6330272795437897,0.6330272795437897,8108.669174099044,8108.669174099044,0.0,0.0,0.0,0.0,False
2.51,38.20903754241237,15.205185742281847,0.4226216906568793,-1.75853347583007,0.21725380498558328,-2.3218705681290337,0.298029366526381,0.298029366526381,0.5855306648714588,0.5855306648714588,7033.539364196181,7033.539364196181,0.0,0.0,0.0,0.0,False
2.52,38.3610780948101,15.202957932247001,0.40512028578100473,-1.7443680409415008,0.1935710677168744,-2.412516474499589,0.3020103735511546,0.3020103735511546,0.5367994297782276,0.5367994297782276,6157.717818745987,6157.717818745987,0.0,0.0,0.0,0.0,False
2.53,38.51309729660492,15.200908990194252,0.3876867748412269,-1.7444784155055222,0.16904256289811564,-2.4914280820126002,0.30519613913639476,0.30519613913639476,0.48684524579217986,0.48684524579217986,5456.8493899931555,5456.8493899931555,0.0,0.0,0.0,0.0,False
2.54,38.66509674785079,15.199002225470302,0.3701921685138392,-1.7561657134714381,0.1437739613761554,-2.560892644154368,0.30771043487374883,0.30771043487374883,0.43568363635359314,0.43568363635359314,4903.704327775261,4903.704327775261,0.0,0.0,0.0,0.0,False
2.55,38.81707771248663,15.197207059778922,0.3525327152909299,-1.777089267277466,0.11784956096000913,-2.622891175029821,0.30967168831196235,0.30967168831196235,0.38333320755058214,0.38333320755058214,4472.228571368288,4472.228571368288,0.0,0.0,0.0,0.0,False
2.56,38.969041177215345,15.19553630615382,0.3346261863044816,-1.8052835841783186,0.09133544937651532,-2.6790863793020305,0.3111840636561328,0.3111840636561328,0.3298150478325153,0.3298150478325153,4139.505995650782,4139.505995650782,40.68947684663593,40.68947684663593,0.0,0.0,False
2.57,39.121006542311626,15.197122231950223,0.3164789628951117,-1.8124567435532888,0.06434868147819904,-2.7059375544713657,0.31233313540276736,0.31233313540276736,0.2792275730664782,0.2792275730664782,3886.7102113911847,3886.7102113911847,11169.933925374795,11169.933925374795,0.0,0.0,False
2.58,39.27297650005183,15.19658530897309,0.2987307372598995,-1.7178925644669996,0.03757655636134049,-2.6279371029237364,0.31321188783707204,0.31321188783707204,0.24429490330287115,0.24429490330287115,3693.3846758441537,3693.3846758441537,18855.12127336835,18855.12127336835,0.0,0.0,False
2.59,39.42493410926273,15.194802571645994,0.28248042629599074,-1.5166478044187788,0.012170633800984045,-2.4372034620076524,0.3143024120576666,0.3143024120576666,0.22703868023783183,0.22703868023783183,3453.469347313346,3453.469347313346,22651.490347677,22651.490347677,0.0,0.0,False
2.6,39.57687108672281,15.192570326435732,0.2686369032253492,-1.2438269142828136,-0.010919241782556259,-2.171939813800469,0.3158049024502915,0.3158049024502915,0.22271919505260693,0.22271919505260693,3122.921460935868,3122.921460935868,23601.77708842648,23601.77708842648,0.0,0.0,False
2.61,39.72878577831472,15.19040790681049,0.2576999910093511,-0.9417619199860108,-0.03115440318873791,-1.8721272240802775,0.3175006697069943,0.3175006697069943,0.2257354818896396,0.2257354818896396,2749.8526644612552,2749.8526644612552,22938.193984279293,22938.193984279293,0.0,0.0,False
2.62,39.8806803588298,15.188574040521765,0.24979178416194553,-0.6421792721167768,-0.04834356650554491,-1.5664273792307994,0.31912347313226985,0.31912347313226985,0.2319703359732189,0.2319703359732189,2392.835910900636,2392.835910900636,21566.52608589185,21566.52608589185,0.0,0.0,False
2.63,40.032558657414754,15.187157191305753,0.24478381930817955,-0.3650216806897388,-0.06252224750916718,-1.2731595398147646,0.32050416677526034,0.32050416677526034,0.23917355812996507,0.23917355812996507,2089.08330944273,2089.08330944273,19981.817211407688,19981.817211407688,0.0,0.0,False
