scenario,max |roll| [deg],max |pitch| [deg],max |susp_vel| [mm/s]
step_steer,0.6191553821522214,0.009629186000748129,51.809
double_lane_change,1.533068902009495,0.020640403499131314,73.0522
throttle_brake_sequence,0.025203324787994166,0.5720674187171899,77.7616
