wheel_travel,steer_rack_dy,camber,toe,track_change,caster,valid
0.0,0.0,-0.0,0.0,0.0,-2.0408511482080082e-17,1
0.0,0.009999999999999998,-0.00034722958350435465,0.0347504357290552,-0.0007933190613238494,0.0016288535726503624,1
0.0,-0.01,0.0007134347037584953,-0.03481870295144949,0.0007089788114286177,-0.001543433272692737,1
0.0,-0.02,0.0018008322031437235,-0.06974858286047736,0.0013335576262963889,-0.0029991829251785275,1
0.0,0.02,-0.0003298041419444273,0.06947018305675505,-0.0016708681558210703,0.003341491369369379,1
0.009999999999999995,0.0,0.15626662891196705,0.005374241181186441,0.015600569813175036,-0.05563631786124951,1
0.009999999999999995,0.009999999999999998,0.15072378937192663,0.03958472752553688,0.014901867996963025,-0.053686956556502984,1
0.009999999999999995,-0.01,0.16277531963296793,-0.02888238383871505,0.01626324335386864,-0.057405870943285676,1
0.009999999999999995,-0.02,0.1702448036802,-0.06322575031887719,0.016889114290845275,-0.059012268368120936,1
0.009999999999999995,0.02,0.14615147223104274,0.07378347035122156,0.014166537831030612,-0.05154252442111228,1
-0.010000000000000002,0.0,-0.11672790855034765,0.02286847612349331,-0.012453944887355406,0.04243891802168248,1
-0.010000000000000002,0.009999999999999998,-0.11774061964607502,0.059554955899397674,-0.013863508533196067,0.04243437049549066,1
-0.010000000000000002,-0.01,-0.11547352027915932,-0.013876629862179158,-0.011108094200250052,0.04245152527660163,1
-0.010000000000000002,-0.02,-0.11397073248456904,-0.050720838377802946,-0.009826582001018047,0.04246997401761508,1
-0.010000000000000002,0.02,-0.11851049821512825,0.09621708037082506,-0.015335615104565936,0.04243159687727167,1
-0.020000000000000004,0.0,-0.11297287455552676,0.02694792311853381,-0.012080609594111169,0.042089079610919684,1
-0.020000000000000004,0.009999999999999998,-0.11408444895231462,0.06397653258385204,-0.013534455875388818,0.04208263938064194,1
-0.020000000000000004,-0.01,-0.11162221085483369,-0.010126665794694425,-0.010692701576744734,0.042096510826240524,1
-0.020000000000000004,-0.02,-0.1100093617064435,-0.047295819929362874,-0.009369442893613189,0.04210735548729539,1
-0.020000000000000004,0.02,-0.11495544868563104,0.10099229490672978,-0.015052983725643232,0.04208037509194642,1
0.020000000000000004,0.0,0.2671899793312243,0.030808234652547957,0.025683559158764857,-0.08691936592158289,1
0.020000000000000004,0.009999999999999998,0.25741903762477947,0.06453921456931024,0.024918260265656134,-0.08519768234470292,1
0.020000000000000004,-0.01,0.2776502238701985,-0.002953967521987672,0.0263889918394542,-0.08855186793066783,1
0.020000000000000004,-0.02,0.2887663593491119,-0.03679806811882741,0.027028182389134736,-0.09011924975718423,1
0.020000000000000004,0.02,0.24836004061828462,0.09828920940092842,0.02409701216996507,-0.08336857250379866,1
0.03,0.0,0.3603118020274443,0.06763834680025886,0.03337787596502628,-0.10944824047332292,1
0.03,0.009999999999999998,0.34836882341813175,0.10092666791704435,0.03264598533606766,-0.10767396519914262,1
0.03,-0.01,0.37260902837365106,0.03428626615581437,0.03402179403372818,-0.1112334166196247,1
